번호,기업명,사업자번호,진단일,GCL점수,등급,유선컨설팅 신청여부,회원여부
980,주식회사 오와이에스(OYS)푸드그룹,8*********,2025-01-22,75.12,A-,Y,회원
979,(주)케이디솔라,1*********,2025-01-22,79.85,A0,N,회원
978,(주)메디인테크,7*********,2025-01-22,76.01,A-,N,회원
977,한독메디칼,6*********,2025-01-22,62.76,C+,Y,회원
976,주넥스트펌프,1*********,2025-01-22,53.61,D,Y,회원
975,(주)하이제라네트웍스,6*********,2025-01-22,69.64,B0,N,회원
974,(주)유앤유,1*********,2025-01-22,73.71,B+,N,회원
973,(주)씨티아이인증원,7*********,2025-01-22,74.41,B+,N,회원
972,포디움 인터내셔널,4*********,2025-01-22,54.06,D,Y,회원
971,(주)폴리코,1*********,2025-01-22,57.55,C-,Y,회원
970,문경초록마을,3*********,2025-01-22,40.83,D,Y,회원
969,케이디바이오주식회사,4*********,2025-01-21,54.68,D,Y,회원
968,인기컴퍼니,6*********,2025-01-21,40.89,D,Y,회원
967,주식회사 토스터즈,8*********,2025-01-21,59.39,C0,N,회원
966,담다,2*********,2025-01-21,42.8,D,N,회원
965,도트엔도트,1*********,2025-01-21,60.2,C0,N,회원
964,우주웰보드(주),5*********,2025-01-21,53.75,D,N,회원
963,(주)엔트윅,7*********,2025-01-21,63.63,C+,Y,회원
962,아노브 주식회사,6*********,2025-01-21,52.36,D,Y,회원
961,주식회사 에르노브코스메틱,1*********,2025-01-21,59.4,C0,N,회원
960,(주)쓰리씨피,6*********,2025-01-21,65.06,B-,N,회원
959,(주)에이이에이씨바이오,4*********,2025-01-21,69,B0,N,회원
958,(주)피31코리아,2*********,2025-01-21,64.76,C+,Y,회원
957,(주)엠시티,6*********,2025-01-21,72.95,B+,Y,회원
956,와나컴퍼니,5*********,2025-01-21,79.58,A0,Y,회원
955,주식회사 포오랩,4*********,2025-01-21,61,C0,N,회원
954,베라코스,1*********,2025-01-21,70.85,B0,N,회원
953,아름바이림,4*********,2025-01-21,52.57,D,Y,회원
952,(주)시아코스메틱,2*********,2025-01-21,55.12,C-,N,회원
951,(주)앰플몬스터,3*********,2025-01-21,84.69,A+,Y,회원
950,(주)로지앤엘,1*********,2025-01-21,56.14,C-,N,회원
949,(주)이수,1*********,2025-01-21,54.75,D,N,회원
948,에이티시,6*********,2025-01-21,55.3,C-,Y,회원
947,매스컴퍼니(주),5*********,2025-01-21,59.58,C0,Y,회원
946,(주)칩스케이,2*********,2025-01-21,62.89,C+,N,회원
945,한빛갤러리,2*********,2025-01-21,74.48,B+,N,회원
944,(주)쌤큐,3*********,2025-01-21,64.86,C+,N,회원
943,(주)스크린고,3*********,2025-01-21,53.09,D,Y,회원
942,주식회사 아큐리스,5*********,2025-01-21,66.96,B-,N,회원
941,주식회사 진지상회,2*********,2025-01-21,55.92,C-,Y,회원
940,(주)뷰티맥스,3*********,2025-01-21,48.51,D,Y,회원
939,주식회사 씨지에스엑스,8*********,2025-01-21,65.94,B-,Y,회원
938,더채움,1*********,2025-01-21,71.71,B0,N,회원
937,(주)인코돈바이오코스메틱,6*********,2025-01-21,68.91,B0,Y,회원
936,엘씨,3*********,2025-01-21,60.19,C0,Y,회원
935,힘찬마루,6*********,2025-01-21,58.95,C0,N,회원
934,에이케이사이언스,2*********,2025-01-21,71.75,B0,N,회원
933,(주)프링즈,5*********,2025-01-21,77.16,A-,N,회원
932,제노기술,1*********,2025-01-21,74.97,B+,Y,회원
931,(주)대경케미칼,6*********,2025-01-21,55.52,C-,N,회원
930,(주)케이메디켐,5*********,2025-01-21,67.68,B-,Y,회원
929,(주)엠쓰리시스템즈,2*********,2025-01-21,73.33,B+,N,회원
928,(주)하우스부띠끄,8*********,2025-01-21,57.12,C-,Y,회원
927,무코스,8*********,2025-01-21,77.39,A-,Y,회원
926,(주)지엔티,6*********,2025-01-21,74.21,B+,N,회원
925,진양테크,1*********,2025-01-21,52.09,D,N,회원
924,(주)제이에프,5*********,2025-01-21,39.67,D,N,회원
923,(주)나잇스위밍,6*********,2025-01-21,55.69,C-,Y,회원
922,트러스트,7*********,2025-01-21,63.61,C+,N,회원
921,(주)엑소퍼트,5*********,2025-01-21,73.28,B+,N,회원
920,주식회사 푸른들,6*********,2025-01-21,61.86,C0,N,회원
919,펫니크,7*********,2025-01-21,57.04,C-,Y,회원
918,열두광주리영농조합법인,1*********,2025-01-21,60.79,C0,Y,회원
917,효성종합 주식회사,1*********,2025-01-21,81.52,A0,Y,회원
916,그린월드,1*********,2025-01-21,69.09,B0,N,회원
915,(주)케피스,3*********,2025-01-21,56.46,C-,N,회원
914,(주)금성기계,6*********,2025-01-21,70.37,B0,N,회원
913,바이오뷰티(주),8*********,2025-01-21,76.76,A-,N,회원
912,광동감자식품,8*********,2025-01-21,60.31,C0,Y,회원
911,일공구공주식회사,5*********,2025-01-21,73.01,B+,N,회원
910,(주)브이티엘,7*********,2025-01-21,64.34,C+,N,회원
909,미카129(주),7*********,2025-01-21,47.46,D,N,회원
908,(주)에스지메디코스,2*********,2025-01-21,56.61,C-,N,회원
907,썬테크,6*********,2025-01-21,58.89,C0,N,회원
906,라이조프 코리아,6*********,2025-01-21,55.17,C-,N,회원
905,(주)알트,8*********,2025-01-21,58.56,C0,N,회원
904,(유)제네시스비즈니스솔루션즈엔서비씨즈,1*********,2025-01-21,74.96,B+,N,회원
903,(주)포켓드림,1*********,2025-01-21,76.37,A-,N,회원
902,낭만지구인,3*********,2025-01-20,64.38,C+,Y,회원
901,(주)한보건업,3*********,2025-01-20,60.61,C0,Y,회원
900,미르이엔지(주),8*********,2025-01-20,63.57,C+,N,회원
899,서린기계공업(주),6*********,2025-01-20,72.89,B+,N,회원
898,(주)엠시티,6*********,2025-01-20,59.96,C0,Y,회원
897,(주)미쓰리,2*********,2025-01-20,74.27,B+,N,회원
896,(주)노아에스비엠에이,2*********,2025-01-20,69.95,B0,Y,회원
895,(주)농업회사법인 지리산 특용작물재배 팜,6*********,2025-01-20,74.34,B+,N,회원
894,메종조야프 주식회사,6*********,2025-01-20,57.46,C-,N,회원
893,(주)누리팜,1*********,2025-01-20,52.94,D,N,회원
892,관음포연꽃마을협동조합,7*********,2025-01-20,79.54,A0,N,회원
891,연희,4*********,2025-01-20,46.65,D,N,회원
890,(주)디케이에코팜,6*********,2025-01-20,76.91,A-,Y,회원
889,주식회사 하이엘,7*********,2025-01-20,65.78,B-,Y,회원
888,모구(주),3*********,2025-01-20,65.47,B-,N,회원
887,주식회사 알에스엠케이,8*********,2025-01-20,73.68,B+,Y,회원
886,유민식품,1*********,2025-01-20,60.93,C0,Y,회원
885,(주)동아아이엔디,6*********,2025-01-20,47.62,D,Y,회원
884,(주)알천,5*********,2025-01-20,55.89,C-,Y,회원
883,(주)모던텍,6*********,2025-01-20,74.44,B+,N,회원
882,(주)에스유엔,1*********,2025-01-20,46.76,D,N,회원
881,(주)카푸네인터내셔널,7*********,2025-01-20,62.05,C+,Y,회원
880,농업회사법인누리(주),2*********,2025-01-20,48.09,D,N,회원
879,(주)피씨플러스,8*********,2025-01-20,47.36,D,N,회원
878,(주)통영해사랑,6*********,2025-01-20,64.23,C+,N,회원
877,닥터블랭크,3*********,2025-01-20,42.44,D,N,회원
876,레이머티리얼즈(주),4*********,2025-01-20,56.07,C-,N,회원
875,주식회사 위브랜드,3*********,2025-01-20,67.32,B-,Y,회원
874,농업회사법인 부즈앤버즈 미더리(주),6*********,2025-01-20,54.57,D,N,회원
873,(주)라파비,8*********,2025-01-20,67.97,B-,Y,회원
872,유성기계제작소,1*********,2025-01-20,72.98,B+,Y,회원
871,주식회사 더우분투,4*********,2025-01-20,67.2,B-,Y,회원
870,(주)엑소퍼트,5*********,2025-01-20,60.91,C0,N,회원
869,(주)깻떡,6*********,2025-01-20,47.3,D,N,회원
868,닥터리쥬셀,4*********,2025-01-20,70.15,B0,N,회원
867,KNP코리아,2*********,2025-01-20,57.75,C-,Y,회원
866,(주)아연푸드,5*********,2025-01-20,54.63,D,Y,회원
865,성광기연,6*********,2025-01-20,68.37,B0,N,회원
864,(주)세니온,2*********,2025-01-20,64.37,C+,Y,회원
863,(주)하영에프엠,4*********,2025-01-20,71.15,B0,N,회원
862,(주)비타민사이언스,2*********,2025-01-20,74.73,B+,N,회원
861,(주)파워마케팅,1*********,2025-01-20,60.47,C0,N,회원
860,제주리퍼블릭,1*********,2025-01-20,59.34,C0,Y,회원
859,주식회사 에스에스리빙,3*********,2025-01-20,75.24,A-,N,회원
858,이레company,1*********,2025-01-20,68.01,B0,N,회원
857,소로리쌀쿡협동조합,4*********,2025-01-20,49.74,D,N,회원
856,뉴트랩,7*********,2025-01-20,67.88,B-,N,회원
855,엑스퍼트아이엔씨(주),1*********,2025-01-20,79.17,A0,N,회원
854,(주)페이스러너,7*********,2025-01-20,55.31,C-,Y,회원
853,백산바이오,1*********,2025-01-20,70.51,B0,Y,회원
852,(주)원팩,2*********,2025-01-20,63.31,C+,N,회원
851,(주)마루시스,7*********,2025-01-20,59.09,C0,N,회원
850,한성인삼,3*********,2025-01-20,56.62,C-,Y,회원
849,스킨큐어(주),1*********,2025-01-20,68.15,B0,N,회원
848,(주)천일정밀,4*********,2025-01-20,60.05,C0,N,회원
847,농업회사법인(주)좋은술,1*********,2025-01-20,70.59,B0,N,회원
846,패킹앤딜리버리,7*********,2025-01-20,49.62,D,Y,회원
845,(주)녹채원,6*********,2025-01-20,66.1,B-,N,회원
844,(주)두손씨앤아이,2*********,2025-01-20,57.47,C-,N,회원
843,(주)에이앤에스,1*********,2025-01-20,77.11,A-,N,회원
842,폴프랜즈(주),5*********,2025-01-20,64.16,C+,N,회원
841,성도하이텍(주),6*********,2025-01-20,50.68,D,N,회원
840,엘레강스 코어,6*********,2025-01-20,57.82,C-,Y,회원
839,(주)유닛컴퍼니,7*********,2025-01-20,83.48,A+,Y,회원
838,보은삼가대추농원,8*********,2025-01-20,60.86,C0,N,회원
837,브릿지문,5*********,2025-01-20,61.42,C0,Y,회원
836,(주)디케이쎈서,1*********,2025-01-20,59.19,C0,Y,회원
835,아로마소벤오일,2*********,2025-01-20,51.07,D,Y,회원
834,디지털로그 테크놀로지스 주식회사,7*********,2025-01-19,79.22,A0,Y,회원
833,화산농원,6*********,2025-01-19,43.27,D,N,회원
832,페페무드,6*********,2025-01-19,73.47,B+,N,회원
831,알순,4*********,2025-01-19,68.91,B0,N,회원
830,소셜밸류업(주),4*********,2025-01-19,61.24,C0,N,회원
829,(주)이노센트릭,4*********,2025-01-19,71.23,B0,N,회원
828,요즘이엔,4*********,2025-01-19,57.42,C-,N,회원
827,오마이핑크,8*********,2025-01-19,61.96,C0,N,회원
826,(주)리미티드메종드몽드,5*********,2025-01-19,47.81,D,Y,회원
825,르리프,7*********,2025-01-19,69.57,B0,N,회원
824,투포투,1*********,2025-01-19,68.01,B0,Y,회원
823,엘브이엠씨,5*********,2025-01-19,69.55,B0,N,회원
822,엠에스알,2*********,2025-01-19,67.38,B-,N,회원
821,(주)네오플러스,1*********,2025-01-18,63.23,C+,N,회원
820,대한무역투자진흥공사,1*********,2025-01-18,66.4,B-,N,회원
819,(주)위드프레쉬,5*********,2025-01-17,60.96,C0,N,회원
818,(주)필코코스팜,1*********,2025-01-17,57.5,C-,Y,회원
817,(주)리턴라이프,2*********,2025-01-17,54.93,D,Y,회원
816,나미제이,4*********,2025-01-17,66.54,B-,N,회원
815,이파워트레인코리아,3*********,2025-01-17,78.99,A0,N,회원
814,(주)프링즈,5*********,2025-01-17,78.36,A0,Y,회원
813,주식회사소문난올패드,1*********,2025-01-17,61.33,C0,Y,회원
812,(주)이화다이케스팅,1*********,2025-01-17,74.39,B+,Y,회원
811,(주)로프,7*********,2025-01-17,87.2,A+,Y,회원
810,두리화학(주),6*********,2025-01-17,59.92,C0,Y,회원
809,(주)한길강업,5*********,2025-01-17,46.68,D,N,회원
808,(주)다익,4*********,2025-01-17,61.44,C0,N,회원
807,아오라,4*********,2025-01-17,78.04,A0,Y,회원
806,(주)현대미디어에이스,6*********,2025-01-17,62.46,C+,N,회원
805,(주)이클린라이프,8*********,2025-01-17,66.31,B-,N,회원
804,해늘식품,2*********,2025-01-17,52.82,D,N,회원
803,에스에이티(주),6*********,2025-01-17,60.77,C0,N,회원
802,루미테크,6*********,2025-01-17,82.39,A+,Y,회원
801,주식회사 임샤인,8*********,2025-01-17,75.82,A-,N,회원
800,파인식품,5*********,2025-01-17,65.95,B-,Y,회원
799,디오에버,5*********,2025-01-17,57.77,C-,Y,회원
798,(주)에르띠코리아,6*********,2025-01-17,51.13,D,Y,회원
797,(주)두드림,3*********,2025-01-17,72.75,B+,N,회원
796,(주)스마텍,5*********,2025-01-17,58.56,C0,Y,회원
795,(주)대아펌프,1*********,2025-01-17,44.81,D,N,회원
794,(주)피티지컴퍼니,6*********,2025-01-17,69.66,B0,N,회원
793,시루에담은꿈(주)농업회사법인,6*********,2025-01-17,51.04,D,Y,회원
792,주식회사 진실한공방,7*********,2025-01-17,50.49,D,Y,회원
791,케이앤아이(주),3*********,2025-01-17,71.47,B0,Y,회원
790,(주)아시아일레븐,6*********,2025-01-17,54.12,D,N,회원
789,(주)삼일유통,5*********,2025-01-17,56.79,C-,N,회원
788,메이드케이,6*********,2025-01-17,54.15,D,Y,회원
787,브이아이지,4*********,2025-01-17,79.93,A0,N,회원
786,(주)두호랜텍,3*********,2025-01-17,76.53,A-,N,회원
785,에이스밸류,3*********,2025-01-17,50.67,D,N,회원
784,(주)에이치엔시,4*********,2025-01-17,64.21,C+,Y,회원
783,라이크낫(주),8*********,2025-01-17,74.45,B+,N,회원
782,(주)나눔휴텍,8*********,2025-01-17,67.21,B-,Y,회원
781,우닉（UNIK）,5*********,2025-01-17,56.37,C-,Y,회원
780,(주)레베코코,3*********,2025-01-17,63.91,C+,N,회원
779,(주)제일테크,1*********,2025-01-17,44.54,D,N,회원
778,(주)건강애,7*********,2025-01-17,58.85,C0,Y,회원
777,(주)포디아이비젼,2*********,2025-01-17,64.07,C+,N,회원
776,유풍제과,1*********,2025-01-17,60.7,C0,Y,회원
775,디에스-테크,3*********,2025-01-17,64.1,C+,N,회원
774,프리티랩(주),4*********,2025-01-17,85.63,A+,Y,회원
773,대보선식,5*********,2025-01-17,67.32,B-,N,회원
772,(주)크로커스,7*********,2025-01-17,68.78,B0,N,회원
771,(주)남건푸드,1*********,2025-01-17,65.89,B-,N,회원
770,엔씨네이처(주),4*********,2025-01-17,65.59,B-,N,회원
769,(주)청담수산,1*********,2025-01-17,62.08,C+,Y,회원
768,(주)카이미,6*********,2025-01-17,47.36,D,Y,회원
767,온글로벌(주),2*********,2025-01-17,51.24,D,N,회원
766,(주)대성무선,3*********,2025-01-17,60.94,C0,N,회원
765,굿컴퍼니,1*********,2025-01-17,57.91,C-,N,회원
764,컴퍼니에스디엔,2*********,2025-01-17,79.09,A0,Y,회원
763,뱀부브룩 주식회사,6*********,2025-01-17,79.65,A0,N,회원
762,파미가평강황,3*********,2025-01-17,50.41,D,Y,회원
761,농업회사법인 주식회사 푸드덕,2*********,2025-01-16,58.37,C0,Y,회원
760,플립,1*********,2025-01-16,66.09,B-,N,회원
759,주식회사 유니팜,8*********,2025-01-16,68.3,B0,N,회원
758,(주)디앤디,8*********,2025-01-16,71.64,B0,N,회원
757,그린생명주식회사,7*********,2025-01-16,73.01,B+,N,회원
756,(주)오피렉스,8*********,2025-01-16,55.01,C-,N,회원
755,올셋업,5*********,2025-01-16,50.36,D,Y,회원
754,(주)팜코브,3*********,2025-01-16,71.49,B0,Y,회원
753,산해들,4*********,2025-01-16,56.93,C-,Y,회원
752,(주)신우메디슨,1*********,2025-01-16,55.87,C-,N,회원
751,메이디,3*********,2025-01-16,57.23,C-,Y,회원
750,(주)웨이크,7*********,2025-01-16,58.75,C0,N,회원
749,동인하이텍(주),6*********,2025-01-16,54.11,D,N,회원
748,(주)발란스데이,5*********,2025-01-16,56.87,C-,Y,회원
747,농업회사법인(주)코리아피트,3*********,2025-01-16,60.88,C0,Y,회원
746,에스와이컴퍼니,4*********,2025-01-16,47.69,D,Y,회원
745,(주)엔에스텔레콤,3*********,2025-01-16,74.7,B+,N,회원
744,(주)한국바이오셀프,2*********,2025-01-16,64,C+,N,회원
743,(주)씨앤케이랩,7*********,2025-01-16,65.99,B-,Y,회원
742,한국안전기술(주),8*********,2025-01-16,45.13,D,Y,회원
741,(주)젠픽스,6*********,2025-01-16,59.3,C0,N,회원
740,서린기계공업(주),6*********,2025-01-16,54.86,D,N,회원
739,(주)느루,7*********,2025-01-16,64.43,C+,Y,회원
738,파이스인터네셔널주식회사,6*********,2025-01-16,85.99,A+,N,회원
737,(주)케이엠티엘,1*********,2025-01-16,49.98,D,N,회원
736,다원수산,4*********,2025-01-16,37.73,D,N,회원
735,갭패스트,5*********,2025-01-16,61.63,C0,N,회원
734,(주)클린존,1*********,2025-01-16,62.01,C+,N,회원
733,엠제이비,1*********,2025-01-16,59.52,C0,Y,회원
732,(주)더모모스,6*********,2025-01-16,61.6,C0,Y,회원
731,유펙스메드(주),1*********,2025-01-16,59.9,C0,N,회원
730,농업회사법인보석푸드(주),6*********,2025-01-16,73.53,B+,N,회원
729,(주)이씨티,2*********,2025-01-16,35.18,D,N,회원
728,(주)샘빌,1*********,2025-01-16,44.91,D,Y,회원
727,아날로그 다츠,2*********,2025-01-16,64.64,C+,N,회원
726,로핏스튜디오,3*********,2025-01-16,69.53,B0,N,회원
725,제이인터네셔널,2*********,2025-01-16,75.72,A-,N,회원
724,(주)네이덴,3*********,2025-01-16,64.09,C+,N,회원
723,오토엘(주),2*********,2025-01-16,66.84,B-,Y,회원
722,대한무역투자진흥공사,1*********,2025-01-16,37.87,D,N,회원
721,(주)펜테크,3*********,2025-01-16,52.71,D,N,회원
720,(주)넥스트그리드,6*********,2025-01-16,45.01,D,N,회원
719,커스텀텍,8*********,2025-01-16,57.41,C-,Y,회원
718,주식회사 에이치오피,8*********,2025-01-16,74.37,B+,Y,회원
717,잇츠에픽,1*********,2025-01-16,77.68,A-,N,회원
716,(주)쓰리빅스,6*********,2025-01-16,53.03,D,N,회원
715,(주)레토,8*********,2025-01-16,53.24,D,Y,회원
714,(주)로봇밸리,6*********,2025-01-16,60.89,C0,N,회원
713,가치농업회사법인(주),1*********,2025-01-16,54.08,D,N,회원
712,순창고추장익는마을영농조합법인,4*********,2025-01-16,51.63,D,N,회원
711,(주)선우하이테크,6*********,2025-01-16,55.68,C-,Y,회원
710,냉면장수,1*********,2025-01-16,76.84,A-,N,회원
709,(주)공간의파티,8*********,2025-01-16,65.94,B-,N,회원
708,(주)보체,5*********,2025-01-16,50.39,D,Y,회원
707,진선컨설팅,7*********,2025-01-16,72.04,B+,N,회원
706,주식회사 아이릭스,8*********,2025-01-16,65.44,B-,Y,회원
705,에이스전자(주),1*********,2025-01-16,70.74,B0,Y,회원
704,(주)쉐카이나,8*********,2025-01-16,60.83,C0,N,회원
703,(주)널리코리아,1*********,2025-01-16,47.67,D,Y,회원
702,(주)아이디어오븐,4*********,2025-01-16,77.24,A-,Y,회원
701,(주)대성어패럴,3*********,2025-01-16,70.66,B0,N,회원
700,(주)쉬스버켓,1*********,2025-01-16,60.38,C0,Y,회원
699,(주)메리퀸,2*********,2025-01-16,48.53,D,N,회원
698,(유)스마일아일랜드,3*********,2025-01-16,54.81,D,N,회원
697,(주)쉬스버켓,1*********,2025-01-16,61.32,C0,Y,회원
696,대방인더스트리(주),1*********,2025-01-16,64.05,C+,Y,회원
695,(주)충청,6*********,2025-01-16,81.13,A0,Y,회원
694,제2산(주),2*********,2025-01-16,71.51,B0,N,회원
693,(주)아이피테크,6*********,2025-01-16,62.88,C+,N,회원
692,맵지만,7*********,2025-01-16,58.73,C0,N,회원
691,시너지에이아이(주),7*********,2025-01-16,65.86,B-,Y,회원
690,(주)제로에너지솔루션,2*********,2025-01-16,64.52,C+,N,회원
689,디에프에이치코리아(주),7*********,2025-01-16,74.65,B+,Y,회원
688,드라이브텍(주),6*********,2025-01-16,78.06,A0,Y,회원
687,피앤스토리,2*********,2025-01-16,69.93,B0,N,회원
686,갓스낵,1*********,2025-01-15,69.12,B0,N,회원
685,(주)주르덴코리아,8*********,2025-01-15,54.92,D,N,회원
684,천일펌프,5*********,2025-01-15,39.34,D,Y,회원
683,에이플러스알파,5*********,2025-01-15,62.35,C+,N,회원
682,바른가치,6*********,2025-01-15,51.23,D,N,회원
681,에이코 코리아,8*********,2025-01-15,72.47,B+,Y,회원
680,농업회사법인연천양조(주),6*********,2025-01-15,53.07,D,Y,회원
679,에이코 코리아,8*********,2025-01-15,59.89,C0,Y,회원
678,(주)포스,8*********,2025-01-15,42.88,D,Y,회원
677,(주)크린바이오,3*********,2025-01-15,80.84,A0,N,회원
676,(주)위븐,5*********,2025-01-15,59.38,C0,Y,회원
675,(주)건강산,2*********,2025-01-15,75.85,A-,N,회원
674,샵미니미,1*********,2025-01-15,73.99,B+,N,회원
673,주식회사 워팩,6*********,2025-01-15,56.4,C-,Y,회원
672,(주)리얼타임메디체크,1*********,2025-01-15,68.12,B0,Y,회원
671,르풀,7*********,2025-01-15,67.01,B-,Y,회원
670,나리스컴퍼니,3*********,2025-01-15,67.93,B-,N,회원
669,(주)피비아이,3*********,2025-01-15,48.78,D,N,회원
668,(주)미라클스,3*********,2025-01-15,66.81,B-,Y,회원
667,(주)글로릭스,8*********,2025-01-15,69.45,B0,N,회원
666,나우렌지(주),2*********,2025-01-15,66.18,B-,Y,회원
665,타이거로즈인더스트리,1*********,2025-01-15,46.04,D,Y,회원
664,더청안바이오,1*********,2025-01-15,42.51,D,N,회원
663,오트로패밀리아,5*********,2025-01-15,66.24,B-,Y,회원
662,(주)셀빅,1*********,2025-01-15,69.19,B0,N,회원
661,(주)네이처포,5*********,2025-01-15,55.68,C-,Y,회원
660,주식회사 큐에스코퍼레이션,7*********,2025-01-15,60.88,C0,Y,회원
659,사이테크놀로지스(주),3*********,2025-01-15,59.39,C0,Y,회원
658,유민(Umin),4*********,2025-01-15,57.4,C-,N,회원
657,황수연전통식품영농조합법인,4*********,2025-01-15,66.18,B-,Y,회원
656,해진식품,6*********,2025-01-15,52.34,D,Y,회원
655,(주)플래티넘브릿지,3*********,2025-01-15,72.44,B+,N,회원
654,하성마린,6*********,2025-01-15,69.53,B0,Y,회원
653,애프터그린(주),7*********,2025-01-15,52.13,D,Y,회원
652,(주)굿굿스,3*********,2025-01-15,68.73,B0,N,회원
651,동우씨엠,6*********,2025-01-15,54.51,D,N,회원
650,(주)희망그린식품,3*********,2025-01-15,62.39,C+,N,회원
649,(주)닥터에스리랩,2*********,2025-01-15,59.1,C0,Y,회원
648,바이브로레이저인터내셔널(주),1*********,2025-01-15,71.98,B0,Y,회원
647,메이듀(MAYDEW),6*********,2025-01-15,62.98,C+,N,회원
646,코스메티브,5*********,2025-01-15,65.85,B-,Y,회원
645,피엠더블유주식회사,3*********,2025-01-15,55.29,C-,N,회원
644,(주)쉐우드가구,1*********,2025-01-15,57.59,C-,N,회원
643,(주)에스피앤이,5*********,2025-01-15,65.52,B-,N,회원
642,(주)와이앤유,6*********,2025-01-15,77.57,A-,N,회원
641,노른자컴패니（NORNZACOMPANY）,2*********,2025-01-15,68.16,B0,N,회원
640,농업회사법인플레버(주),3*********,2025-01-15,62.71,C+,N,회원
639,(주)아이엘피,7*********,2025-01-15,59.08,C0,N,회원
638,퐁,3*********,2025-01-15,71.32,B0,Y,회원
637,모티브,4*********,2025-01-15,56.51,C-,Y,회원
636,지에스비코퍼레이션,7*********,2025-01-15,54.61,D,N,회원
635,(주)유스네이처,3*********,2025-01-15,69.54,B0,N,회원
634,농업회사법인(주)동백1917,8*********,2025-01-15,59.52,C0,Y,회원
633,가지리사과영농조합법인,6*********,2025-01-15,77.18,A-,N,회원
632,에이치투이에스케이(주),4*********,2025-01-15,63.1,C+,Y,회원
631,(주)블랙빈,3*********,2025-01-15,61.8,C0,N,회원
630,(주)금강하이텍,3*********,2025-01-15,55.52,C-,N,회원
629,태창기계(주),2*********,2025-01-15,63.87,C+,Y,회원
628,마루옹기,7*********,2025-01-15,58.4,C0,N,회원
627,(주)디자인부산,6*********,2025-01-15,71.19,B0,Y,회원
626,셀파트너,4*********,2025-01-15,67.04,B-,N,회원
625,(주)디에이치오션,5*********,2025-01-15,58.29,C0,Y,회원
624,101바이오랩,1*********,2025-01-15,52.64,D,Y,회원
623,메이메르,5*********,2025-01-15,57.69,C-,Y,회원
622,주식회사 에이치셀글로벌,2*********,2025-01-15,48.57,D,Y,회원
621,(주)스카이블루,5*********,2025-01-15,44.53,D,N,회원
620,나리스컴퍼니,3*********,2025-01-15,63.93,C+,N,회원
619,(주)유니버설케어,4*********,2025-01-15,76.63,A-,N,회원
618,(주)더마퍼시픽,8*********,2025-01-15,75.53,A-,Y,회원
617,(주)루카스에듀테인먼트,3*********,2025-01-15,67.15,B-,Y,회원
616,늘해찬,1*********,2025-01-15,53.74,D,N,회원
615,농업회사법인(주)가남농원,4*********,2025-01-15,57.35,C-,N,회원
614,와이제이컴퍼니,5*********,2025-01-15,47.81,D,N,회원
613,해플스팜사이더리주식회사,2*********,2025-01-15,75.13,A-,N,회원
612,선진알앤디(주),3*********,2025-01-15,53.17,D,Y,회원
611,주식회사 비다스테크,2*********,2025-01-15,59.91,C0,Y,회원
610,위렌지,5*********,2025-01-15,78.29,A0,N,회원
609,아란푸드랩,2*********,2025-01-15,70.38,B0,N,회원
608,주식회사 브로스라팡,8*********,2025-01-15,61.83,C0,N,회원
607,(주)그린코어,1*********,2025-01-15,73.49,B+,N,회원
606,(주)성빈글로벌,1*********,2025-01-15,57.52,C-,N,회원
605,(주)리빙씨엔피,1*********,2025-01-15,54.53,D,N,회원
604,(주)디에스바이오,6*********,2025-01-15,54.57,D,N,회원
603,케이모,6*********,2025-01-15,65.5,B-,N,회원
602,씨에스텍(주),5*********,2025-01-15,69.16,B0,N,회원
601,(주)명성리프레쉬,4*********,2025-01-15,74.48,B+,N,회원
600,글그림특수인쇄,1*********,2025-01-15,37.6,D,Y,회원
599,(주)지비엔텍,1*********,2025-01-15,61.56,C0,N,회원
598,장가락,5*********,2025-01-15,55,C-,Y,회원
597,(주)서진바이오,6*********,2025-01-15,49.3,D,N,회원
596,(주)유비씨에스,1*********,2025-01-15,37.27,D,N,회원
595,아쿠아마인,1*********,2025-01-15,76.89,A-,N,회원
594,성진엔테크(주),6*********,2025-01-15,62.5,C+,N,회원
593,주식회사 몬트코리아,5*********,2025-01-15,57.49,C-,N,회원
592,이래에프엔씨(주),1*********,2025-01-15,73.31,B+,N,회원
591,(주)나비힐,4*********,2025-01-15,78.07,A0,N,회원
590,건너ON,3*********,2025-01-15,70.89,B0,N,회원
589,(주)엠씨에이,5*********,2025-01-15,46.44,D,N,회원
588,티유인터내셔널,7*********,2025-01-14,65.91,B-,Y,회원
587,명진정공(주),1*********,2025-01-14,47.08,D,Y,회원
586,메종드모닉,5*********,2025-01-14,53.13,D,Y,회원
585,진성물산(주),6*********,2025-01-14,61.49,C0,Y,회원
584,에이치트렌드,2*********,2025-01-14,66.27,B-,N,회원
583,(주)태진시스템,4*********,2025-01-14,64.18,C+,N,회원
582,(주)이티아이,5*********,2025-01-14,54.26,D,N,회원
581,퍼유잠,6*********,2025-01-14,57.4,C-,Y,회원
580,(주)인투시,2*********,2025-01-14,68.97,B0,N,회원
579,늘 네츄럴 에프앤비,4*********,2025-01-14,65.02,B-,Y,회원
578,구방가,3*********,2025-01-14,52.66,D,Y,회원
577,에어렛,7*********,2025-01-14,54.18,D,Y,회원
576,디엠에스코리아(주),6*********,2025-01-14,71.78,B0,N,회원
575,알제이벤처스(주),6*********,2025-01-14,48.43,D,Y,회원
